/spells/189-geas/,Обет [Geas],5 уровень,очарование,1 минута,60 футов,В,30 дней,"бард, волшебник, друид, жрец, паладин",клятва короны (паладин),«Player's handbook»,"Вы отдаёте магическую команду существу, видимому в пределах дистанции, заставляя его оказать некую услугу или наоборот, не совершать чего-либо. Если существо может вас понять, оно должно преуспеть в спасброске Мудрости, иначе оно станеточарованнымвами на время действия заклинания. Пока существоочаровановами, оно получает урон психической энергией 5к10 каждый раз, когда действует, противореча вашим инструкциям, но не чаще одного раза за день. Существо, не способное вас понять, не попадает под действие этого заклинания.Вы можете отдать любую команду, кроме той, что однозначно будет самоубийственной. Если вы отдадите такую команду, заклинание оканчивается.Вы можете окончить заклинание преждевременно, потратив действие на его рассеивание. Заклинанияснятие проклятья [remove curse],высшее восстановление [greater restoration]иисполнение желаний [wish]тоже оканчивают его.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 7-го или 8-го уровня, длительность равна 1 году. Если вы накладываете это заклинание, используя ячейку 9-го уровня, заклинание длится, пока не будет окончено одним из упомянутых выше заклинаний."
/spells/190-cloud_of_daggers/,Облако кинжалов [Cloud of daggers],2 уровень,вызов,1 действие,60 футов,"В, С, М  (осколок стекла)","Концентрация, вплоть до 1 минуты","бард, волшебник, колдун, чародей",,«Player's handbook»,"Вы заполняете воздух крутящимися кинжалами в кубе с длиной ребра 5 футов, с центром на точке, выбранной вами в пределах дистанции. Существо получает рубящий урон 4к4, когда впервые за ход входит в область заклинания или начинает там ход.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 3-го уровня или выше, урон увеличивается на 2к4 за каждый уровень ячейки выше второго."
/spells/191-cloudkill/,Облако смерти [Cloudkill],5 уровень,вызов,1 действие,120 футов,"В, С","Концентрация, вплоть до 10 минут","волшебник, чародей","алхимик (изобретатель), домен смерти (жрец), клятва покорения (паладин), круг земли (друид), круг спор (друид), нежить (колдун)",«Player's handbook»,"Вы создаете сферу с радиусом 20 футов из ядовитого желто-зеленого тумана с центром на точке, выбранной вами в пределах дистанции. Этот туман огибает углы. Он существует, пока активно заклинание, или пока сильный ветер его не развеет, окончив длительность. Его пространство —сильно заслонённая местность. Когда существо впервые за ход входит в область заклинания или начинает там ход, оно должно совершить спасбросок Телосложения. Существо получает урон ядом 5к8 при провале или половину этого урона в случае успеха. Существо попадает под действие заклинания даже если задерживает дыхание или вообще не должно дышать. Облако в начале каждого вашего хода перемещается на 10 футов прочь от вас, катясь по поверхности. Испарения, будучи тяжелее воздуха, стекаются вниз, и даже могут проникать в отверстия.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 6-го уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше пятого."
/spells/192-zone_of_truth/,Область истины [Zone of truth],2 уровень,очарование,1 действие,60 футов,"В, С",10 минут,"бард, жрец, паладин","домен порядка (жрец), клятва короны (паладин), клятва преданности (паладин), убийца монстров (следопыт)",«Player's handbook»,"Вы создаёте магическую зону, защищающую от обмана в сфере с радиусом 15 футов с центром на точке, выбранной вами в пределах дистанции. Пока заклинание активно, существо, впервые за ход входящее в область этого заклинания или начинающее в ней ход, должно совершить спасбросок Харизмы. При провале существо не может умышленно лгать, находясь в указанном радиусе. Вы знаете, какие существа прошли спасбросок, а какие провалили.Попавшее под действие заклинания существо знает о заклинании, и потому может избегать отвечать на вопросы, на которые оно предпочло бы солгать. Такие существа могут давать уклончивые ответы, пока принуждены говорить правду."
/spells/392-investiture_of_wind/,Облачение ветра [Investiture of wind],6 уровень,преобразование,1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","волшебник, друид, колдун, чародей",,,"Пока действует заклинание, вас окружает ветер, и вы получаете следующие преимущества:Дальнобойные атаки оружием по вам совершаются с помехой.Вы получаете скорость полёта 60 футов. Если вы находитесь в воздухе, когда заклинание заканчивается, то вы падаете, если не можете каким-либо образом предотвратить это.Вы можете действием создать область ураганного ветра в кубе с длиной ребра 15 футов с центром в точке, которую вы можете видеть в пределах 60 футов. Все существа в этой области должны совершить спасбросок Телосложения. При провале существо получает 2к10 дробящего урона или половину этого урона при успехе. Если существо с размером не больше Большого проваливает спасбросок, его отталкивает на 10 футов от центра куба."
/spells/393-investiture_of_stone/,Облачение камня [Investiture of stone],6 уровень,преобразование,1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","волшебник, друид, колдун, чародей",,,"Пока действует заклинание, кусочки камня покрывают ваше тело, и вы получаете следующие преимущества:Вы получаете сопротивление дробящему, колющему и рубящему урону от немагического оружия.Вы можете действием вызвать небольшое землетрясение в радиусе 15 футов с центром на вас. Другие существа в этой области должны преуспеть в спасброске Ловкости, иначе будутсбиты с ног.Вы можете передвигаться потруднопроходимой местности, состоящей из земли или камня, не тратя дополнительное перемещение. Вы можете проходить сквозь твёрдую землю или камень так, словно это воздух, не разрушая их, однако не можете закончить там перемещение. Если вы заканчиваете перемещение, находясь внутри земли или камня, вас выталкивает в ближайшее свободное пространство, заклинание заканчивается, и вы становитесьошеломлённымдо конца своего следующего хода."
/spells/394-investiture_of_ice/,Облачение льда [Investiture of ice],6 уровень,преобразование,1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","волшебник, друид, колдун, чародей",,,"Пока действует заклинание, ваше тело покрывается инеем, и вы получаете следующие преимущества:Вы получаете иммунитет к урону холодом, а также сопротивление урону огнём.Вы можете передвигаться потруднопроходимой местности, состоящей из льда или снега, не тратя дополнительное перемещение.Земля в радиусе 10 футов вокруг вас покрывается льдом и являетсятруднопроходимой местностьюдля всех существ, кроме вас. Эта область перемещается вместе с вами.Вы можете действием создать 15-футовый конус морозного ветра, исходящий из вашей руки в выбранном направлении. Все существа в конусе должны совершить спасбросок Телосложения, получая 4к6 урона холодом при провале или половину этого урона при успехе. Скорость существа, провалившего спасбросок, снижается вдвое до начала вашего следующего хода."
/spells/395-investiture_of_flame/,Облачение огня [Investiture of flame],6 уровень,преобразование,1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","волшебник, друид, колдун, чародей",,,"Пока действует заклинание, ваше тело охватывают языки пламени, испускающиеяркий светв пределах 30 футов итусклый светв пределах ещё 30 футов. Этот огонь не причиняет вам никакого вреда, а вы получаете следующие преимущества:Вы получаете иммунитет к урону огнём, а также сопротивление урону холодом.Все существа, впервые за ход перемещающиеся в пределах 5 футов от вас или заканчивающие там свой ход, получают 1к10 урона огнём.Вы можете действием создать линию огня длиной 15 футов и шириной 5 футов, исходящую от вас в выбранном направлении. Все существа в этой линии должны совершить спасбросок Ловкости, получая 4к8 урона огнём при провале или половину этого урона при успехе."
/spells/478-shadow_of_moil/,Облачение тени [Shadow of moil],4 уровень,некромантия,1 действие,На себя,"В, С, М  (глазное яблоко нежити, заключенное в драгоценный камень стоимостью не менее 150 зм)","Концентрация, вплоть до 1 минуты",колдун,,«Xanathar's Guide to Everything»,"Пламевидные тени окутывают ваше тело на всё время действия заклинания, в результате чего вы становитесьсильно заслонённымдля других. Тени превращаюттусклый светв пределах 10 футов от вас втемноту, аяркий светв той же области — в тусклый свет.Вы получаете сопротивление урону излучением до окончания действия заклинания. Кроме того, всякий раз, когда существо, находящееся в пределах 10 футов от вас, попадает по вам рукопашной атакой, тени атакуют его, причиняя 2к8 урона некротической энергией."
/spells/396-frostbite/,Обморожение [Frostbite],Заговор,воплощение,1 действие,60 футов,"В, С",Мгновенная,"волшебник, друид, изобретатель, колдун, чародей",,,"Сильный холод окружает одно существо, которое вы можете видеть в пределах дистанции. Цель должна совершить спасбросок Телосложения. При провале цель получает 1к6 урона холодом и совершает с помехой следующий бросок атаки оружием до конца своего следующего хода.Урон этого заклинания увеличивается на 1к6, когда вы достигаете 5-го уровня (2к6), 11-го уровня (3к6) и 17-го уровня (4к6)."
/spells/193-detect_poison_and_disease/,Обнаружение болезней и яда [Detect poison and disease],1 уровень,прорицание (ритуал),1 действие,На себя,"В, С, М  (лист тиса)","Концентрация, вплоть до 10 минут","друид, жрец, паладин, следопыт",,«Player's handbook»,"Пока заклинание активно, вы можете ощущать присутствие и местонахождение ядов, ядовитых существ и болезней в пределах 30 футов от себя. Вы также распознаёте вид яда, ядовитого существа или болезни.Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли."
/spells/194-detect_evil_and_good/,Обнаружение зла и добра [Detect evil and good],1 уровень,прорицание,1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","жрец, паладин",гений (колдун),«Player's handbook»,"Пока заклинание активно, вы знаете, есть ли в пределах 30 футов от вас аберрации, исчадия, небожители, нежить, феи или элементали, а также их местоположение. Кроме того, вы знаете, есть ли в пределах 30 футов от вас место или предмет, который был магически освящён или осквернён.Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли."
/spells/195-detect_magic/,Обнаружение магии [Detect magic],1 уровень,прорицание (ритуал),1 действие,На себя,"В, С","Концентрация, вплоть до 10 минут","бард, волшебник, друид, жрец, изобретатель, паладин, следопыт, чародей","домен магии (жрец), клятва смотрителей (паладин)",«Player's handbook»,"Пока заклинание активно, вы чувствуете присутствие магии в пределах 30 футов. Если вы почувствовали за счет этого заклинания присутствие магии, вы можете действием увидеть слабую ауру вокруг видимого существа или предмета, несущего на себе магию, а также узнать школу этой магии, если она есть.Заклинание проницает большую часть барьеров, но блокируется 1 футом камня, 1 дюймом обычного металла, тонким листом свинца или 3 футами дерева или земли."
/spells/196-detect_thoughts/,Обнаружение мыслей [Detect thoughts],2 уровень,прорицание,1 действие,На себя,"В, С, М  (медная монетка)","Концентрация, вплоть до 1 минуты","бард, волшебник, чародей","Великий Древний (колдун), аберрантный разум (чародей)",«Player's handbook»,"Пока заклинание активно, вы можете читать мысли некоторых существ. При накладывании заклинания, а также действием в свой ход, пока заклинание активно, вы можете сосредоточиться на одном существе, которое видите в пределах 30 футов. Если у выбранного существа Интеллект равен 3 или ниже, или если оно не может говорить ни на одном языке, оно не попадает под действие заклинания.Вначале вы знаете поверхностные мысли существа — то, что находится в его сознании на текущий момент. Вы можете действием либо перенести внимание на мысли другого существа, либо попытаться углубиться в мысли текущего существа. Если вы погружаетесь глубже, цель должна совершить спасбросок Мудрости. В случае провала вы получаете понимание её мыслей (если есть), её эмоционального состояния, и того, что её больше всего заботит (а также то, что она любит и ненавидит). Если существо преуспеет, заклинание оканчивается. В любом случае, цель знает, что вы прощупывали её сознание, и если вы не перевели внимание на мысли другого существа, предыдущее существо может в свой ход действием совершить проверку Интеллекта, противопоставленную вашей проверке Интеллекта; в случае успеха заклинание оканчивается.Вопросы, задаваемые устно цели, влияют на ход её мыслей, поэтому это заклинание чрезвычайно эффективно во время допросов.Вы можете также использовать это заклинание для обнаружения присутствия мыслящих существ, которых вы не видите. Когда вы накладываете это заклинание, или позже, пока оно активно, потратив действие, вы можете поискать мысли существ в пределах 30 футов. Заклинание проницает большую часть барьеров, но блокируется 2 футами камня, 2 дюймами обычного металла или тонким листом свинца. Вы не можете обнаружить существ с Интеллектом 3 и ниже, а также тех, кто не говорят ни на одном языке.Обнаружив таким методом присутствие существа, вы можете до окончания действия заклинания читать его мысли, как описано выше, даже если вы его не видите, но оно должно находиться в пределах дистанции."
/spells/197-major_image/,Образ [Major image],3 уровень,иллюзия,1 действие,120 футов,"В, С, М  (кусок овечьей шерсти)","Концентрация, вплоть до 10 минут","бард, волшебник, колдун, чародей",,«Player's handbook»,"Вы создаете образ предмета, существа или другого видимого явления, помещающийся в объеме в куб с длиной ребра 20 футов. Образ появляется в точке, которую вы видите в пределах дистанции, и существует, пока активно заклинание. Он выглядит абсолютно реальным, включая звук, запах и температуру, соответствующую этому предмету. Вы не можете создать жар или холод, достаточный для получения урона, звук, громкость которого может причинить урон звуком или оглушить существо, или запах, способный вызвать тошноту (такую как вонь троглодита).Пока вы находитесь в пределах дистанции от иллюзии, вы можете действием заставить образ переместиться в любое место в пределах дистанции. Пока образ меняет местоположение, вы можете изменять его внешность, чтобы перемещение выглядело естественным. Например, если вы создаете образ существа и перемещаете его, вы можете изменить образ, чтобы казалось, что оно идет. Точно так же, вы можете заставить иллюзию издавать в разное время разные звуки, и даже заставлять её принимать участие в беседе, например.Физическое взаимодействие с образом даёт понять, что это иллюзия, потому что сквозь него все проходит. Существа, исследующие образ действием, могут определить, что это иллюзия, совершив успешную проверку Интеллекта (Расследование) против Сл ваших заклинаний. Если существо распознает иллюзию, оно может видеть сквозь нее, и все прочие сенсорные эффекты иллюзии тоже притупляются.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 6-го уровня или выше, оно длится, пока не рассеется, не требуя от вас концентрацию."
/spells/198-commune/,Общение [Commune],5 уровень,прорицание (ритуал),1 минута,На себя,"В, С, М  (благовоние и флакон святой или нечестивой воды)",1 минута,жрец,"домен порядка (жрец), клятва преданности (паладин), клятва славы (паладин)",«Player's handbook»,"Вы связываетесь со своим божеством или божественным посредником и задаёте три вопроса, на которые можно ответить «да» или «нет». Вы должны задать вопросы пока заклинание активно. На каждый вопрос вы получаете правильный ответ.Божественные создания не всегда всеведущи, поэтому вы можете получить ответ «неясно», если вопрос находится вне компетенции божества. Если односложный ответ может ввести в заблуждение или противоречит интересам божества, Мастер может выдать короткую фразу.Если вы накладываете это заклинание два или более раза до того, как вы закончите продолжительный отдых, существует накопительный шанс 25 процентов за каждое накладывание, начиная со второго, что вы не получите ответ. Мастер совершает этот бросок скрытно."
/spells/199-commune_with_nature/,Общение с природой [Commune with nature],5 уровень,прорицание (ритуал),1 минута,На себя,"В, С",Мгновенная,"друид, следопыт","клятва древних (паладин), круг земли (друид)",«Player's handbook»,"Вы ненадолго сливаетесь с природой и получаете знание об окружающей территории. На открытом воздухе заклинание даёт вам знание о землях в пределах 3 миль. В пещерах и естественном подземном окружении радиус 300 футов. Заклинание не действует там, где природа заменена конструкциями, например, в городах и подвалах. Вы мгновенно получаете знание о трёх фактах на ваш выбор о следующих особенностях местности:местность и водоёмы преобладающие растения, минералы, животные и разумные существамощные исчадия, небожители, нежить, феи и элементали влияние с других планов существования строенияНапример, вы можете определить местонахождение мощной нежити, местонахождение чистой воды для питья и местонахождение окрестных поселений."
/spells/200-staggering_smite/,Оглушающая кара [Staggering smite],4 уровень,воплощение,1 бонусное действие,На себя,В,"Концентрация, вплоть до 1 минуты",паладин,ведьмовской клинок (колдун),«Player's handbook»,"В следующий раз, когда вы попадёте по существу рукопашной атакой оружием, пока активно это заклинание, ваша атака пронзает не только его тело, но и сознание, и атака дополнительно наносит цели 4к6 урона психической энергией. Цель должна совершить спасбросок Мудрости. При провале она до конца своего следующего хода совершает с помехой броски атаки и проверки характеристик, а также не может совершать реакции."
/spells/201-fire_storm/,Огненная буря [Fire storm],7 уровень,воплощение,1 действие,150 футов,"В, С",Мгновенная,"друид, жрец, чародей",,«Player's handbook»,"В выбранном вами в пределах дистанции пространстве начинается огненная буря. Область бури состоит из вплоть до 10 кубов с длиной ребра 10 футов, которые вы можете располагать как вам захочется. Каждый куб должен иметь хотя бы одну общую грань с другим кубом. Все существа в этом пространстве должны совершить спасбросок Ловкости. Они получают урон огнём 7к10 при провале или половину этого урона при успехе.Этот урон повреждает предметы и воспламеняет горючие предметы, которые никто не несёт и не носит. Если хотите, растения не будут затронуты этим заклинанием."
/spells/202-wall_of_fire/,Огненная стена [Wall of fire],4 уровень,воплощение,1 действие,120 футов,"В, С, М  (небольшой кусочек фосфора)","Концентрация, вплоть до 1 минуты","волшебник, друид, чародей","артиллерист (изобретатель), домен кузни (жрец), домен света (жрец), исчадие (колдун), небожитель (колдун), путь четырёх стихий (монах)",«Player's handbook»,"Вы создаете стену из огня на твердой поверхности в пределах дистанции. Вы можете создать стену до 60 футов в длину, 20 футов в высоту и 1 фут толщиной, или замкнутой кольцом стеной до 20 футов диаметром, 20 футов высотой и толщиной 1 фут. Стена непрозрачная и существует, пока активно заклинание.Когда стена появляется, все существа в её области должны совершить спасбросок Ловкости. При провале они получают урон огнём 5к8 или половину этого урона при успехе.Одна сторона стены, выбранная при накладывании заклинания, причиняет урон огнём 5к8 всем существам, оканчивающим ход в пределах 10 футов от этой стороны или внутри стены. Существа получают такой же урон когда впервые за ход входят в стену или оканчивают там ход. Другая сторона стены не причиняет урон.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 5 уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше четвертого."
/spells/203-burning_hands/,Огненные ладони [Burning hands],1 уровень,воплощение,1 действие,На себя 15-футов конус,"В, С",Мгновенная,"волшебник, чародей","гений (колдун), домен света (жрец), исчадие (колдун), круг дикого огня (друид), путь солнечной души (монах), путь четырёх стихий (монах)",«Player's handbook»,"Соединив ладони и растопырив пальцы веером, вы испускаете из них тонкие языки пламени. Все существа в пределах 15-футового конуса должны совершить спасброски Ловкости. Существо получает урон огнём 3к6 в случае провала и половину этого урона в случае успеха.Пламя поджигает все горючие предметы, никем не несомые и не носимые.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 2-го уровня или выше, урон увеличивается на 1к6 за каждый уровень ячейки выше первого."
/spells/204-fire_bolt/,Огненный снаряд [Fire bolt],Заговор,воплощение,1 действие,120 футов,"В, С",Мгновенная,"волшебник, изобретатель, чародей",,«Player's handbook»,"Вы кидаете сгусток огня в существо или предмет в пределах дистанции. Совершите по цели дальнобойную атаку заклинанием. При попадании цель получает урон огнём 1к10. Горючие предметы, по которым попало это заклинание, воспламеняются, если их никто не несет и не носит.Урон этого заклинания увеличивается на 1к10, когда вы достигаете 5-го уровня (2к10), 11-го уровня (3к10), 17-го уровня (4к10)."
/spells/205-fireball/,Огненный шар [Fireball],3 уровень,воплощение,1 действие,150 футов,"В, С, М  (крошечный шарик из гуано летучей мыши и серы)",Мгновенная,"волшебник, чародей","артиллерист (изобретатель), домен света (жрец), исчадие (колдун), путь четырёх стихий (монах)",«Player's handbook»,"Яркий луч вылетает из вашего указательного пальца в точку, выбранную вами в пределах дистанции, где и происходит взрыв пламени с гулким ревом. Все существа в пределах сферы с радиусом 20 футов с центром в этой точке должны совершить спасбросок Ловкости. Цель получает 8к6 урона огнём при провале или половину этого урона при успехе. Этот огонь огибает углы. Он воспламеняет горючие предметы, которые никто не несет и не носит.На больших уровнях. Если вы накладываете это заклинание, используя ячейку 4-го уровня или выше, урон увеличивается на 1к6 за каждый уровень ячейки выше третьего."
/spells/206-fire_shield/,Огненный щит [Fire shield],4 уровень,воплощение,1 действие,На себя,"В, С, М  (кусочек фосфора или светлячок)",10 минут,"волшебник, друид (Tasha's Cauldron of Everything), чародей (Tasha's Cauldron of Everything)","боевой кузнец (изобретатель), бронник (изобретатель), гений (колдун), исчадие (колдун), круг дикого огня (друид)",«Player's handbook»,"На время длительности заклинания ваше тело покрывается тонким слоем пламени, испускающимяркий светв пределах 10-футового радиуса итусклый светв пределах ещё 10 футов. Вы можете досрочно окончить это заклинание действием.Это пламя предоставляет вам либо теплый щит, либо прохладный щит, на ваш выбор. Теплый щит даёт вам сопротивление урону холодом, а прохладный щит даёт сопротивление урону огнём.Кроме того, каждый раз, когда существо, находящееся в пределах 5 футов от вас, попадает по вам рукопашной атакой, щит испускает пламя. Атакующий получает 2к8 урона огнём в случае теплого щита или 2к8 урона холодом в случае прохладного щита."
/spells/207-faerie_fire/,Огонь фей [Faerie fire],1 уровень,воплощение,1 действие,60 футов,В,"Концентрация, вплоть до 1 минуты","бард, друид, изобретатель","архифея (колдун), домен света (жрец), домен сумерек (жрец), хранитель роя (следопыт)",«Player's handbook»,"Все предметы в кубе с длиной ребра 20 футов в пределах дистанции подсвечиваются синим, зелёным или фиолетовым цветом (на ваш выбор). Все существа в этой области тоже подсвечиваются, если проваливают спасбросок Ловкости. На время длительности заклинания подсвеченные предметы и существа испускаюттусклый светв радиусе 10 футов.Все броски атаки по затронутым существам и предметам совершаются с преимуществом, если атакующий видит их, и эти существа и предметы не получают преимуществ отневидимости."
/spells/506-maddening_darkness/,Одуряющая тьма [Maddening darkness],8 уровень,воплощение,1 действие,150 футов,"В, С, М  (капля смолы, смешанная с каплей ртути)","Концентрация, вплоть до 10 минут","волшебник, колдун",,«Xanathar's Guide to Everything»,"Из точки, выбранной вами в пределах дистанции, расползается и остаётся в течение времени действия заклинания магическаятьмасферой с радиусом 60 футов.Тьмаогибает углы. Существа стёмным зрениемне могут видеть сквозь этутьму. Немагический свет, а также свет, созданный заклинаниями 8-го уровня или ниже, не могут осветить эту область.В этой сфере можно услышать крики, бормотание и безумный смех. Всякий раз, когда существо начинает свой ход в сфере, оно должно совершить спасбросок Мудрости, получая 8к8 урона психической энергией при провале или половину этого урона при успехе."
/spells/208-raise_dead/,Оживление [Raise dead],5 уровень,некромантия,1 час,Касание,"В, С, М  (бриллиант, стоящий как минимум 500 зм, расходуемый заклинанием)",Мгновенная,"бард, жрец, паладин","алхимик (изобретатель), домен жизни (жрец), домен упокоения (жрец)",«Player's handbook»,"Вы возвращаете к жизни мёртвое существо, которого касаетесь, при условии, что оно мертво не более 10 дней. Если душа этого существа может воссоединиться с телом и хочет этого, существо воскрешается с 1 хитом.Это заклинание также нейтрализует все яды и исцеляет немагические болезни, бывшие у существа в момент смерти. Однако это заклинание не снимает магические болезни, проклятья и подобные эффекты; если их не снять до накладывания этого заклинания, они снова начнут действовать, когда существо оживёт. Это заклинание не может оживить нежить.Это заклинание исцеляет все раны, но не восстанавливает отсутствующие части тела. Если у существа отсутствуют жизненно важные части тела — например, голова — заклинание автоматически проваливается.Возвращение к жизни — тяжёлое испытание. Цель получает штраф −4 ко всем броскам атаки, спасброскам и проверкам характеристик. Каждый раз, когда цель заканчивает продолжительный отдых, штраф уменьшается на 1, пока не исчезнет полностью."
